Name,Manufacturer,Fuel_Type,Transmission,Engine(CC),Mileage(Km/L),Seats,Price,cluster
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Mercedesbenz,Petrol,Automatic,1991,14.74,5,11.5,2
Maruti Wagon R LX BS IV,Maruti,Petrol,Manual,998,20.51,5,2.6,0
Hyundai Verna 1.6 CRDI,Hyundai,Diesel,Manual,1582,22.32,5,4.3,1
Maruti Ertiga VXI CNG,Maruti,CNG,Manual,1373,17.5,7,8.35,4
Volkswagen Tiguan 2.0 TDI Highline,Volkswagen,Diesel,Automatic,1968,17.06,5,24.9,3
BMW X1 sDrive 20d Exclusive,Bmw,Diesel,Automatic,1995,15.06,5,13.75,3
Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,Diesel,Manual,1186,24.0,5,3.85,1
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedesbenz,Diesel,Automatic,2143,13.0,5,23.25,3
Mahindra Bolero ZLX,Mahindra,Diesel,Manual,2523,13.6,7,7.0,5
Hyundai Grand i10 Asta Option,Hyundai,Petrol,Manual,1197,18.9,5,5.75,0
Hyundai i10 Magna 1.2,Hyundai,Petrol,Manual,1197,20.36,5,1.65,0
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Volkswagen,Diesel,Manual,1968,19.33,5,6.5,1
Skoda Yeti Elegance,Skoda,Diesel,Manual,1968,17.67,5,7.5,1
Audi Q7 45 TDI Quattro Premium Plus,Audi,Diesel,Automatic,2967,14.75,7,72.94,3
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,11.0,5
Maruti Wagon R VXI Minor ABS,Maruti,Petrol,Manual,1061,18.9,5,3.02,0
Hyundai EON Era,Hyundai,Petrol,Manual,814,21.1,5,3.32,0
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,3.24,0
Maruti Alto 800 VXI,Maruti,Petrol,Manual,796,22.74,5,2.35,0
Mahindra Bolero ZLX,Mahindra,Diesel,Manual,2523,15.96,7,5.5,5
Honda City i VTEC SV,Honda,Petrol,Manual,1497,17.8,5,6.75,0
Skoda Rapid 1.6 MPI Elegance Black Package,Skoda,Petrol,Manual,1598,15.0,5,6.15,0
Maruti Swift VVT VXI,Maruti,Petrol,Manual,1197,22.0,5,5.45,0
Hyundai EON Magna Plus,Hyundai,Petrol,Manual,814,21.1,5,2.3,0
Maruti Swift Dzire ZXI,Maruti,Petrol,Manual,1197,20.85,5,6.21,0
Nissan Micra XV CVT,Nissan,Petrol,Automatic,1198,19.34,5,5.21,2
Audi Q7 4.2 FSI quattro,Audi,Petrol,Automatic,4134,8.3,7,11.99,2
Maruti Swift Vdi BSIII,Maruti,Diesel,Manual,1248,17.8,5,3.1,4
Tata Xenon XT EX 4X2,Tata,Diesel,Manual,2179,13.49,5,7.5,4
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,Diesel,Manual,1498,20.14,5,4.0,1
Honda City i VTEC SV,Honda,Petrol,Manual,1497,17.8,5,7.73,0
Honda City i VTEC V,Honda,Petrol,Manual,1497,17.4,5,7.8,0
Maruti 800 AC BSIII,Maruti,Petrol,Manual,796,16.1,4,1.3,0
Volkswagen Polo 1.5 TDI Trendline,Volkswagen,Diesel,Manual,1498,20.14,5,4.42,1
Chevrolet Captiva LTZ VCDi,Chevrolet,Diesel,Automatic,1991,12.5,7,4.0,3
Mahindra XUV500 W10 2WD,Mahindra,Diesel,Manual,2179,16.0,7,13.0,5
Honda Amaze VX i-DTEC,Honda,Diesel,Manual,1498,25.8,5,5.38,4
Hyundai i20 1.2 Sportz Option,Hyundai,Petrol,Manual,1197,17.0,5,3.25,0
Maruti Wagon R AMT VXI,Maruti,Petrol,Automatic,998,20.51,5,3.87,2
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Diesel,Automatic,1968,16.96,5,8.25,3
Maruti Ciaz 1.4 Zeta,Maruti,Petrol,Manual,1373,20.73,5,9.28,0
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Mahindra,Diesel,Automatic,2179,11.79,7,6.25,3
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Petrol,Manual,1150,15.26,5,1.15,0
Maruti Ciaz ZXi Option,Maruti,Petrol,Manual,1373,20.73,5,7.8,0
Hyundai i20 1.4 CRDi Asta,Hyundai,Diesel,Manual,1396,23.0,5,4.5,1
Honda Jazz 1.2 SV i VTEC,Honda,Petrol,Manual,1199,18.7,5,7.56,0
Mahindra XUV500 W10 2WD,Mahindra,Diesel,Manual,2179,16.0,7,16.08,5
Hyundai i20 1.2 Sportz,Hyundai,Petrol,Manual,1197,17.0,5,4.5,0
Hyundai Verna 1.6 SX,Hyundai,Diesel,Manual,1582,22.32,5,5.0,1
Hyundai i10 Era 1.1,Hyundai,Petrol,Manual,1086,19.81,5,2.2,0
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,4.0,2
Skoda Fabia 1.2 TDI Ambition,Skoda,Diesel,Manual,1199,20.86,5,2.51,1
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,4.75,4
Hyundai i10 Magna(O) with Sun Roof,Hyundai,Petrol,Manual,1086,16.0,5,2.0,0
Hyundai i10 Magna 1.2,Hyundai,Petrol,Manual,1197,20.36,5,2.1,0
Ford Ecosport 1.5 Ti VCT AT Titanium,Ford,Petrol,Automatic,1499,16.5,5,6.25,2
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Mercedesbenz,Diesel,Automatic,2987,11.5,5,10.6,3
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,6.0,4
Maruti 800 Std BSIII,Maruti,Petrol,Manual,796,16.1,4,0.45,0
Maruti Swift Lxi BSIII,Maruti,Petrol,Manual,1298,16.1,5,2.5,0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Petrol,Manual,1591,15.29,5,12.75,0
BMW X1 M Sport sDrive 20d,Bmw,Diesel,Automatic,1995,17.05,5,30.29,3
Ford Ikon 1.3 Flair,Ford,Petrol,Manual,1299,13.8,5,1.6,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Diesel,Manual,1498,22.7,5,7.54,4
Maruti Ciaz VXi Plus,Maruti,Petrol,Manual,1373,20.73,5,6.84,0
Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Diesel,Automatic,1968,18.33,5,6.0,3
Honda Jazz 1.5 VX i DTEC,Honda,Diesel,Manual,1498,27.3,5,8.0,4
Audi A4 35 TDI Premium,Audi,Diesel,Automatic,1968,17.11,5,24.74,3
Hyundai Grand i10 CRDi Sportz Celebration Edition,Hyundai,Diesel,Manual,1120,24.0,5,5.5,1
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedesbenz,Diesel,Automatic,2987,12.0,7,36.0,3
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,11.79,5
Nissan Sunny 2011-2014 XL,Nissan,Petrol,Manual,1498,16.95,5,3.0,0
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Diesel,Automatic,1968,20.0,5,6.75,3
Chevrolet Aveo 1.4 LS,Chevrolet,Petrol,Manual,1399,14.49,5,1.4,0
Honda Mobilio V i DTEC,Honda,Diesel,Manual,1498,24.2,7,5.75,4
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,21.1,5,3.4,4
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,4.89,0
Nissan Terrano XL,Nissan,Petrol,Manual,1598,13.24,5,4.95,0
Maruti A-Star AT Vxi Aktiv,Maruti,Petrol,Automatic,998,16.98,5,3.49,2
Toyota Etios Liva GD,Toyota,Diesel,Manual,1364,23.59,5,3.85,5
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,6.35,0
Hyundai Grand i10 AT Asta,Hyundai,Petrol,Automatic,1197,18.9,5,7.08,2
Jaguar XE 2.0L Diesel Prestige,Jaguar,Diesel,Automatic,1999,13.6,5,38.0,3
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedesbenz,Petrol,Automatic,1796,11.74,5,10.15,2
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,10.75,2
Chevrolet Cruze LTZ AT,Chevrolet,Diesel,Automatic,1991,18.1,4,4.65,3
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Petrol,Manual,1591,17.1,5,7.78,0
Hyundai i20 1.4 Asta CRDi with AVN,Hyundai,Diesel,Manual,1396,23.0,5,6.75,1
Honda City ZX CVT,Honda,Petrol,Automatic,1497,16.4,5,2.99,2
Hyundai i10 Magna,Hyundai,Petrol,Manual,1197,20.36,5,2.35,0
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,3.65,4
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,2.74,0
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,3.5,0
Hyundai i20 1.2 Sportz Option,Hyundai,Petrol,Manual,1197,17.0,5,4.76,0
Volkswagen Vento 2013-2015 1.6 Comfortline,Volkswagen,Petrol,Manual,1598,15.04,5,6.2,0
Skoda Octavia Rider 1.9 TDI MT,Skoda,Diesel,Manual,1896,18.7,5,2.35,1
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mercedesbenz,Diesel,Automatic,2143,13.0,5,24.5,3
Renault Duster Petrol RxL,Renault,Petrol,Manual,1598,13.24,5,6.0,0
Hyundai EON Sportz,Hyundai,Petrol,Manual,814,21.1,5,3.65,0
Maruti Swift VXI,Maruti,Petrol,Manual,1197,18.6,5,6.26,0
Nissan Micra Diesel,Nissan,Diesel,Manual,1461,19.5,5,2.1,1
Audi Q5 3.0 TDI Quattro Technology,Audi,Diesel,Automatic,2967,13.22,5,32.95,3
Hyundai i20 1.2 Spotz,Hyundai,Petrol,Manual,1197,18.6,5,7.8,0
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,4.25,0
Maruti Swift Dzire ZXi,Maruti,Petrol,Manual,1298,17.5,5,4.86,0
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Petrol,Manual,1197,18.9,5,4.9,0
Volkswagen Polo GTI,Volkswagen,Petrol,Automatic,1798,17.21,4,4.5,2
Maruti Alto K10 VXI,Maruti,Petrol,Manual,998,24.07,5,3.22,0
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Diesel,Manual,1199,22.07,5,3.25,1
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,4.53,0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedesbenz,Diesel,Automatic,2143,14.84,5,34.78,3
Hyundai Verna 1.6 SX VTVT AT,Hyundai,Petrol,Automatic,1591,15.74,5,6.5,2
Fiat Punto EVO 1.2 Emotion,Fiat,Petrol,Manual,1172,15.7,5,2.25,0
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Mahindra,Diesel,Automatic,1493,18.49,7,8.37,3
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,Diesel,Manual,1498,20.14,5,5.39,1
BMW 5 Series 520d Luxury Line,Bmw,Diesel,Automatic,1995,22.48,5,37.3,3
Mercedes-Benz GLE 350d,Mercedesbenz,Diesel,Automatic,2987,11.57,5,70.8,3
Mercedes-Benz M-Class ML 350 CDI,Mercedesbenz,Diesel,Automatic,2987,11.74,5,22.25,3
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Petrol,Manual,1197,18.9,5,6.03,0
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,4.9,2
Hyundai i10 Sportz AT,Hyundai,Petrol,Automatic,1197,16.95,5,3.96,2
Hyundai i20 1.4 CRDi Asta,Hyundai,Diesel,Manual,1396,23.0,5,4.6,1
Honda Brio V MT,Honda,Petrol,Manual,1198,19.4,5,3.25,0
Hyundai i20 1.2 Magna Executive,Hyundai,Petrol,Manual,1197,18.6,5,6.25,0
Ford Endeavour 4x2 XLT Limited Edition,Ford,Diesel,Manual,2499,10.9,7,3.0,4
Hyundai Verna CRDi SX,Hyundai,Diesel,Manual,1493,16.8,5,4.25,1
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,12.25,5
BMW X1 sDrive20d,Bmw,Diesel,Automatic,1995,17.05,5,10.95,3
Toyota Fortuner 4x2 AT,Toyota,Diesel,Automatic,2982,12.55,7,16.5,3
Honda Amaze V CVT Petrol,Honda,Petrol,Automatic,1199,19.0,5,7.8,2
Hyundai i10 Era 1.1,Hyundai,Petrol,Manual,1086,19.81,5,3.7,0
Hyundai i20 1.2 Sportz,Hyundai,Petrol,Manual,1197,17.0,5,4.0,0
BMW 3 Series 320d GT Luxury Line,Bmw,Diesel,Automatic,1995,19.59,5,26.75,3
Audi Q3 35 TDI Quattro Premium Plus,Audi,Diesel,Automatic,1968,15.17,5,28.03,3
Maruti Swift VXI Optional,Maruti,Petrol,Manual,1197,20.4,5,5.44,0
Maruti Baleno Delta Automatic,Maruti,Petrol,Automatic,1197,21.4,5,6.2,2
Hyundai Accent GLE,Hyundai,Petrol,Manual,1495,13.2,5,0.9,0
Maruti Ritz LXi,Maruti,Petrol,Manual,1197,18.5,5,3.95,0
Tata Nano Lx,Tata,Petrol,Manual,624,26.0,4,0.44,0
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,2.75,4
Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Diesel,Automatic,1968,18.33,5,7.5,3
Fiat Linea Emotion Pack (Diesel),Fiat,Diesel,Manual,1248,19.0,5,2.5,1
Mahindra Xylo D4,Mahindra,Diesel,Manual,2489,14.95,7,5.0,5
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,18.9,5,3.6,0
Toyota Etios G Safety,Toyota,Petrol,Manual,1496,17.6,5,3.99,0
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,5.64,0
Tata Indica V2 DLS TC,Tata,Diesel,Manual,1405,16.8,5,0.7,4
BMW 3 Series 320d Sport Line,Bmw,Diesel,Automatic,1995,18.88,5,19.0,3
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Diesel,Automatic,3198,10.91,7,30.48,3
Maruti Ciaz Zeta,Maruti,Petrol,Manual,1462,21.56,5,8.2,0
Ford Figo 1.5D Titanium Plus MT,Ford,Diesel,Manual,1498,25.83,5,7.55,4
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Petrol,Manual,1150,15.26,5,0.99,0
Honda City 1.5 V AT,Honda,Petrol,Automatic,1497,16.8,5,4.15,2
Nissan Sunny XL,Nissan,Petrol,Manual,1498,16.95,5,6.2,0
Maruti Swift Dzire VXI,Maruti,Petrol,Manual,1197,19.1,5,4.4,0
Ford Figo Diesel Titanium,Ford,Diesel,Manual,1399,20.0,5,2.1,4
Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,Diesel,Manual,1248,20.3,5,2.2,1
Hyundai Elite i20 Petrol Asta,Hyundai,Petrol,Manual,1197,18.6,5,8.34,0
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,4.35,4
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Diesel,Manual,1498,22.7,5,6.8,4
Maruti Swift Dzire VDi,Maruti,Diesel,Manual,1248,19.3,5,3.3,4
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,5.04,0
Ford Endeavour 3.0L 4X4 AT,Ford,Diesel,Automatic,2953,11.4,7,9.2,3
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Diesel,Manual,1199,22.07,5,5.7,1
Mahindra TUV 300 2015-2019 mHAWK100 T8,Mahindra,Diesel,Manual,1493,18.49,7,8.48,5
BMW X6 xDrive 40d,Bmw,Diesel,Automatic,2993,11.2,4,48.0,3
Renault Duster 110PS Diesel RxZ,Renault,Diesel,Manual,1461,19.01,5,6.1,1
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,2.75,0
Maruti Ertiga SHVS VDI,Maruti,Diesel,Manual,1248,24.52,7,8.0,4
Maruti Alto LXi BSIII,Maruti,Petrol,Manual,796,19.7,5,1.85,0
Maruti Wagon R AMT VXI Option,Maruti,Petrol,Automatic,998,20.51,5,3.85,2
Maruti Eeco 7 Seater Standard,Maruti,Petrol,Manual,1196,15.1,7,4.74,0
Renault Duster 110PS Diesel RxL,Renault,Diesel,Manual,1461,19.6,5,5.63,1
Maruti Zen Estilo 1.1 LX BSIII,Maruti,Petrol,Manual,1061,18.2,5,2.62,0
Renault Duster Petrol RxL,Renault,Petrol,Manual,1598,13.06,5,4.9,0
Honda Civic 2006-2010 1.8 S MT,Honda,Petrol,Manual,1799,13.5,5,2.65,0
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,16.0,7,5.99,5
Mahindra Verito 1.5 D6 BSIV,Mahindra,Diesel,Manual,1461,21.0,5,2.4,5
Renault KWID Climber 1.0 MT,Renault,Petrol,Manual,999,21.7,5,4.25,0
Porsche Cayenne Diesel,Porsche,Diesel,Automatic,2967,15.15,5,40.0,3
Maruti Swift DDiS VDI,Maruti,Diesel,Manual,1248,28.4,5,2.7,4
Datsun GO T Option,Datsun,Petrol,Manual,1198,20.63,5,2.99,0
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,3.4,0
BMW 5 Series 2013-2017 520d Luxury Line,Bmw,Diesel,Automatic,1995,18.12,5,30.8,3
Maruti Ertiga ZDI,Maruti,Diesel,Manual,1248,20.77,7,5.85,4
Hyundai Grand i10 Magna,Hyundai,Petrol,Manual,1197,18.9,5,4.0,0
BMW 3 Series 330i,Bmw,Petrol,Automatic,2996,9.43,5,14.12,2
Chevrolet Cruze LTZ,Chevrolet,Diesel,Manual,1998,17.9,5,4.55,1
Mercedes-Benz M-Class ML 350 4Matic,Mercedesbenz,Diesel,Automatic,2987,0.0,5,38.0,3
Maruti Ritz LDi,Maruti,Diesel,Manual,1248,21.1,5,2.9,4
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedesbenz,Petrol,Automatic,1796,11.74,5,6.0,2
Hyundai i20 1.2 Magna Executive,Hyundai,Petrol,Manual,1197,18.6,5,6.95,0
Hyundai EON 1.0 Kappa Magna Plus Optional,Hyundai,Petrol,Manual,998,20.3,5,2.75,0
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,5.1,4
Hyundai i20 Sportz 1.2,Hyundai,Petrol,Manual,1197,18.6,5,6.75,0
Maruti Ritz ZXi,Maruti,Petrol,Manual,1197,18.5,5,3.69,0
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,5.45,4
Honda WRV i-VTEC VX,Honda,Petrol,Manual,1199,17.5,5,9.29,0
Hyundai Xcent 1.2 Kappa AT S Option,Hyundai,Petrol,Automatic,1197,16.9,5,4.0,2
Honda Amaze E i-Vtech,Honda,Petrol,Manual,1198,18.0,5,2.9,0
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Petrol,Manual,1591,17.1,5,5.25,0
Honda City V MT,Honda,Petrol,Manual,1497,16.8,5,5.75,0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Petrol,Manual,1591,15.29,5,13.12,0
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,7.83,5
Maruti Wagon R LXI CNG,Maruti,CNG,Manual,998,26.6,5,3.15,4
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Diesel,Manual,2494,12.8,7,10.4,5
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,4.35,4
Maruti Wagon R VXI AMT,Maruti,Petrol,Automatic,998,22.5,5,5.23,2
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Petrol,Manual,1197,18.9,5,6.01,0
Honda Amaze VX i-DTEC,Honda,Diesel,Manual,1498,25.8,5,4.4,4
BMW 3 Series 320d Highline,Bmw,Diesel,Automatic,1995,16.07,5,12.75,3
Ford Figo Petrol Titanium,Ford,Petrol,Manual,1196,15.6,5,2.4,0
Volkswagen Ameo 1.2 MPI Trendline,Volkswagen,Petrol,Manual,1198,17.0,5,5.71,0
Ford Ecosport 1.5 DV5 MT Trend,Ford,Diesel,Manual,1498,22.7,5,5.49,4
Honda City 1.3 EXI,Honda,Petrol,Manual,1343,13.0,5,1.3,0
Mahindra XUV500 W6 2WD,Mahindra,Diesel,Manual,2179,16.0,7,8.5,5
Toyota Fortuner 4x2 Manual,Toyota,Diesel,Manual,2982,13.0,7,12.99,5
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Petrol,Manual,1197,18.9,5,5.0,0
Maruti Dzire AMT ZDI Plus,Maruti,Diesel,Automatic,1248,28.4,5,9.0,3
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,5.22,4
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,3.8,0
Toyota Etios Liva 1.2 VX Dual Tone,Toyota,Petrol,Manual,1197,18.16,5,7.27,0
Maruti Swift VXI,Maruti,Petrol,Manual,1197,22.0,5,5.1,0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedesbenz,Diesel,Automatic,2143,14.21,5,29.0,3
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,18.9,5,2.9,0
Tata Nano Lx BSIV,Tata,Petrol,Manual,624,26.0,4,1.38,0
Skoda Laura 1.8 TSI Ambiente,Skoda,Petrol,Manual,1798,13.4,5,5.5,0
Volkswagen Polo GT TSI,Volkswagen,Petrol,Automatic,1197,17.21,5,7.25,2
Hyundai Verna 1.6 SX,Hyundai,Diesel,Manual,1582,22.32,5,6.98,1
Tata Bolt Quadrajet XE,Tata,Diesel,Manual,1248,22.95,5,5.25,4
Hyundai EON D Lite Plus,Hyundai,Petrol,Manual,814,21.1,5,1.95,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Diesel,Automatic,1968,17.11,5,24.5,3
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,8.31,5
Mercedes-Benz M-Class ML 350 CDI,Mercedesbenz,Diesel,Automatic,2987,11.74,5,36.0,3
Hyundai Xcent 1.1 CRDi S,Hyundai,Diesel,Manual,1120,24.4,5,5.5,1
Honda Accord 2.4 AT,Honda,Petrol,Automatic,2354,11.7,5,5.89,2
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.34,5,7.95,1
Hyundai i20 Sportz Petrol,Hyundai,Petrol,Manual,1197,17.0,5,2.75,0
Hyundai Elantra CRDi SX,Hyundai,Diesel,Manual,1582,22.7,5,6.25,1
Ford Figo Diesel Titanium,Ford,Diesel,Manual,1399,20.0,5,4.95,4
Hyundai i20 1.2 Magna Executive,Hyundai,Petrol,Manual,1197,18.6,5,6.27,0
Hyundai Verna 1.6 CRDi SX,Hyundai,Diesel,Manual,1582,23.9,5,8.65,1
Hyundai Grand i10 Asta,Hyundai,Petrol,Manual,1197,18.9,5,3.5,0
Audi Q5 2.0 TDI,Audi,Diesel,Automatic,1968,14.16,5,35.0,3
Maruti Swift Dzire ZXi,Maruti,Petrol,Manual,1298,17.5,5,4.45,0
Hyundai i20 Magna,Hyundai,Petrol,Manual,1197,18.5,5,2.65,0
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Mahindra,Diesel,Manual,1198,25.32,5,4.7,5
Hyundai Elantra 1.6 SX Option AT,Hyundai,Diesel,Automatic,1582,18.23,5,8.9,3
Jeep Compass 2.0 Limited Option Black,Jeep,Diesel,Manual,1956,17.1,5,17.45,1
Maruti Vitara Brezza VDi Option,Maruti,Diesel,Manual,1248,24.3,5,9.58,4
Toyota Corolla Altis 1.8 GL,Toyota,Petrol,Manual,1798,14.28,5,6.22,0
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,7.8,5
BMW X1 xDrive 20d xLine,Bmw,Diesel,Automatic,1995,20.68,5,27.75,3
Hyundai i20 Magna 1.4 CRDi,Hyundai,Diesel,Manual,1396,22.54,5,7.0,1
Mercedes-Benz GLE 350d,Mercedesbenz,Diesel,Automatic,2987,11.57,5,64.87,3
Chevrolet Cruze LTZ,Chevrolet,Diesel,Manual,1998,17.3,5,6.5,1
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,2.7,0
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,2.5,0
Nissan Evalia 2013 XL,Nissan,Diesel,Manual,1461,19.3,7,3.9,1
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,3.95,0
Hyundai i10 Sportz 1.2,Hyundai,Petrol,Manual,1197,20.36,5,2.1,0
Chevrolet Cruze LTZ AT,Chevrolet,Diesel,Automatic,1991,18.1,4,3.5,3
Hyundai i10 Era,Hyundai,Petrol,Manual,1086,19.81,5,2.0,0
Maruti Ertiga VDI,Maruti,Diesel,Manual,1248,20.77,7,5.35,4
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,3.8,4
Mercedes-Benz A Class A180 Sport,Mercedesbenz,Petrol,Automatic,1595,15.5,5,17.25,2
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Petrol,Manual,1197,18.9,5,5.53,0
Hyundai i10 Sportz 1.2,Hyundai,Petrol,Manual,1197,20.36,5,1.95,0
Maruti Swift DDiS ZDI Plus,Maruti,Diesel,Manual,1248,28.4,5,8.2,4
Honda City 1.3 EXI,Honda,Petrol,Manual,1343,13.0,5,0.9,0
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,6.5,5
Mini Cooper Countryman D High,Mini,Diesel,Automatic,1998,23.8,5,19.41,3
Fiat Linea T-Jet Active,Fiat,Petrol,Manual,1368,15.7,5,6.58,0
Chevrolet Aveo 1.4 LT,Chevrolet,Petrol,Manual,1399,14.49,5,2.1,0
Hyundai i10 Era 1.1,Hyundai,Petrol,Manual,1086,19.81,5,2.0,0
Hyundai Xcent 1.1 CRDi Base,Hyundai,Diesel,Manual,1120,24.4,5,3.7,1
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,3.8,2
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,3.25,0
Renault Duster 85PS Diesel RxL,Renault,Diesel,Manual,1461,19.87,5,5.53,1
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,22.69,5,10.9,3
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,5.1,0
Hyundai Santro DX,Hyundai,Petrol,Manual,999,0.0,5,2.2,0
Chevrolet Spark 1.0 LS,Chevrolet,Petrol,Manual,995,18.0,5,1.6,0
Honda City i VTEC VX Option,Honda,Petrol,Manual,1497,17.4,5,11.25,0
Volkswagen Vento Diesel Highline,Volkswagen,Diesel,Manual,1598,20.54,5,5.9,1
Toyota Fortuner 4x2 4 Speed AT,Toyota,Diesel,Automatic,2982,11.5,7,14.4,3
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,3.6,0
BMW 5 Series 2013-2017 520d Luxury Line,Bmw,Diesel,Automatic,1995,18.12,5,40.5,3
Audi Q5 30 TDI quattro Premium Plus,Audi,Diesel,Automatic,1968,14.16,5,38.95,3
Maruti Ritz LDi,Maruti,Diesel,Manual,1248,23.2,5,3.6,4
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Diesel,Automatic,1498,21.21,5,7.12,3
Honda City i DTEC SV,Honda,Diesel,Manual,1498,26.0,5,7.52,4
